id,prolific_id,XP_condition,age,education,employment,freq_cook,from,gender,living_in_UK,fq1,fq2,fq3,fq4,fq5,fq6,fq7,q1,q17,q18,q19,q2,q22,q23,q24,q3,q4,q5,q6,q7,q8,q8_r,q10,q11,q12,q13,q14,q15,q16,q20,q21,q25,q26,q27,q9,food_val_state,food_val_trait,food_values,n_accepted_reco,n_queries,n_reco,n_seed_ingredients,queries,seed_ingredients,duration,free_text_about_cora,free_text_about_study
LtFii3ZjVCMztBQV-XY,5b3cb17b6779080001fe88c1,robot,18-29,secondary,['student'],never,Hungary,male,not_in_UK,1,3,3,2,0,3,1
LtFiklzKe1x_zFX_nsW,5bec01bfe9b3490001e63ff4,NONE,18-29,graduate,['full-time'],several_t_w,Poland,male,not_in_UK,3,1,4,2,5,4,3
LtFimhJTci9ZxWtKQXd,5d1cfc4ee950480015366f7b,human,18-29,udergrad,['student'],once_w,Poland,female,not_in_UK,3,2,3,3,4,4,4,5,6,6,6,3,4,2,3,6,6,5,5,5,0,6,2,6,4,6,6,5,4,5,6,1,0,6,5,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 0}","{'comfort': -0.016666666666666666, 'food_fillingness': -0.02, 'healthiness': 0.02}","{'comfort': -0.5083333333333333, 'food_fillingness': -0.51, 'healthiness': 0.51}",1,1,1,1,['pepper&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['pepper'],0:10:24,cora's voice was very metalic and if there weren't a lyrics i think i have some issue to understand what she is talking,
LtFinsbiCQcgsfim31x,5c98a9e305f102001640f1d0,robot,50-69,graduate,['unemployed'],once_day,United Kingdom,female,not_in_UK,2,1,4,3,4,4,4
LtFiqhNE__exfyHR99Q,5d30a193b2cfe00017231a93,NONE,30-49,graduate,['full-time'],several_t_w,US,female,not_in_UK,1,2,1,2,2,3,2,2,1,3,3,4,0,4,0,3,4,4,6,3,2,4,4,4,4,4,2,6,0,3,3,5,0,6,3,"{'comfort': -1, 'food_fillingness': 1, 'healthiness': -1}","{'comfort': 0.016666666666666666, 'food_fillingness': 0.02, 'healthiness': -0.04}","{'comfort': -0.49166666666666664, 'food_fillingness': 0.51, 'healthiness': -0.020000000000000018}",1,2,5,2,"['moussaka&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', 'sandwich&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5']","['moussaka', 'sandwich']",0:07:48,"I did not remember my explanation, or didn't understand, that I don't eat red meat and only gave me one recipe that wasn't red meat. ","It was interesting, thank you."
LtFit72wYow-_-d4N1k,5bad60642259980001c84ccf,human,18-29,college,['student'],once_day,Tunisia,male,not_in_UK,2,3,0,2,1,5,0,4,1,3,4,3,1,3,4,2,2,4,3,2,4,2,2,3,1,5,1,1,1,1,1,4,1,6,0,"{'comfort': -1, 'food_fillingness': 1, 'healthiness': 1}","{'comfort': 0.1, 'food_fillingness': 0.12, 'healthiness': -0.06}","{'comfort': -0.45, 'food_fillingness': 0.56, 'healthiness': 0.97}",1,1,5,1,['salmon&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['salmon'],0:10:01,,
LtFitj_dktTvR7jWptb,5d20c1b3c0291600169512e7,robot,18-29,college,['student'],several_t_w,Greece,other,5_to_10y,4,2,3,2,4,5,4,4,5,5,5,4,4,3,5,3,6,4,6,2,3,3,5,6,4,6,4,5,4,5,5,3,1,6,4,"{'comfort': -1, 'food_fillingness': 1, 'healthiness': 1}","{'comfort': -0.016666666666666666, 'food_fillingness': -0.02, 'healthiness': 0.06}","{'comfort': -0.5083333333333333, 'food_fillingness': 0.49, 'healthiness': 1}",2,1,2,1,['%20salad&maxReadyTime=21&diet=vegan&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['%20salad'],0:15:09,"I really liked that both of the recipes recommended to me I had never heard of or prepared before, and that they weren't really basic or boring, so I genuinely quite enjoyed it as a tool",
LtFiuxcodiBX3Lq-jMx,5d116b095f3f0d00014d5e54,NONE,18-29,udergrad,['student'],once_day,Scotland,male,born_here,2,5,5,3,5,5,4
LtFixxOUXFyaJoNuwNg,57aa001416020100010422d8,human,18-29,college,['student'],occasionnaly,Italy,male,not_in_UK,0,1,2,4,4,5,0
LtFiz99xbLzUJa-qsR5,5b576109d1b3720001da81f1,robot,30-49,no_education,['part-time'],several_t_w,Portugal,male,not_in_UK,2,1,5,1,5,4,4,2,4,4,4,5,1,1,5,2,4,5,5,3,4,2,1,2,2,6,5,4,5,4,4,2,2,6,4,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 1}","{'comfort': -0.06666666666666667, 'food_fillingness': -0.08, 'healthiness': 0.1}","{'comfort': -0.5333333333333333, 'food_fillingness': -0.54, 'healthiness': 1}",3,1,5,1,['spinach&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['spinach'],0:22:04,"At first it was funny, but then Cora start to not understand what I was saying... I ask for dessert recipes and she didnt react the way I was expecting. Just give me the healthy recipes, without listening.",It was one of the more funniest ever! :)
LtFizK6Xj-o4k6I043J,5bcf4bb932e46700016fd804,NONE,18-29,udergrad,['student'],occasionnaly,Poland,female,not_in_UK,3,1,3,1,1,3,4
LtFjDsmpAnI3qDtEPGk,5d350e39cd0b17000104267e,human,18-29,graduate,['unemployed'],once_day,Russia,female,more_10y,3,1,6,1,5,5,1
LtFjSynSUeWgHpzfXgy,5aac21406be3fa00013a2a51,robot,18-29,college,['part-time'],once_day,France,female,less_5y,2,5,2,2,3,4,3,5,3,3,4,5,3,3,4,6,6,4,5,5,2,4,2,5,3,5,5,5,5,3,3,3,2,6,6,"{'comfort': -1, 'food_fillingness': 1, 'healthiness': 1}","{'comfort': 0.0, 'food_fillingness': 0.0, 'healthiness': -0.06}","{'comfort': -0.5, 'food_fillingness': 0.5, 'healthiness': 0.97}",3,1,3,1,['salmon&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['salmon'],0:09:12,It was interesting and turned out to be more useful than I thought it would be!,N/A
LtFjjCLp78bjYGkof6_,5c7312827ed3a70001fc2438,NONE,18-29,udergrad,['student'],never,Spain,male,not_in_UK,1,3,0,4,1,3,4
LtFjlWaHZk_MGCz3BNS,5cc9b0bb9970120017fa5bc7,human,18-29,udergrad,['student'],once_day,Nigeria,male,not_in_UK,4,3,5,6,5,4,3,5,6,6,6,4,5,4,4,6,6,6,5,5,2,4,5,6,5,6,6,5,5,5,5,2,5,6,5,"{'comfort': 0, 'food_fillingness': -1, 'healthiness': 0}","{'comfort': 0.03333333333333333, 'food_fillingness': 0.04, 'healthiness': 0.0}","{'comfort': 0.016666666666666666, 'food_fillingness': -0.48, 'healthiness': 0.5}",4,1,5,1,['onion&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['onion'],0:27:50,no,no
LtFjy5TQJf-KsMYEXE1,5d5ec7038fe4920018800bc9,robot,18-29,college,['part-time'],several_t_w,hertfordshire,female,born_here,4,4,4,2,4,5,5
LtFk1AuAqiRJwt_NRfb,5d820531b677580001847761,NONE,18-29,udergrad,['student'],several_t_w,greece,female,not_in_UK,2,4,2,2,5,4,5,6,6,6,6,6,6,2,2,6,6,6,6,6,1,5,6,6,6,6,6,6,6,6,6,2,4,6,6,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 1}","{'comfort': -0.06666666666666667, 'food_fillingness': -0.08, 'healthiness': -0.04}","{'comfort': -0.5333333333333333, 'food_fillingness': -0.54, 'healthiness': 0.98}",0,1,2,1,['spinach&maxReadyTime=21&excludeIngredients=cheese&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['spinach'],0:12:40,It was a great experience!,It was a pleasant study.
LtFk5XourfscJfP7Cgf,5d6a7c61d6abaa001b2fbad9,human,18-29,college,['student'],several_t_w,Poland,male,not_in_UK,1,2,2,3,2,3,3,3,4,4,4,4,2,3,2,5,5,4,5,0,0,6,5,5,5,5,5,4,3,4,5,4,2,6,5,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 1}","{'comfort': 0.016666666666666666, 'food_fillingness': 0.02, 'healthiness': -0.04}","{'comfort': -0.49166666666666664, 'food_fillingness': -0.49, 'healthiness': 0.98}",1,1,1,1,['spinach&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['spinach'],0:12:53,"Maybe she would talk more like human, for example voice from Google Translate is very nice, you can improve it ",Everything works good 
LtFkjQ8T31ezXZZX6Je,5cdec97990d2dc0015f86910,robot,30-49,college,['unemployed'],several_t_w,UK,female,born_here,3,3,3,4,4,4,3,3,4,5,5,4,5,4,0,4,3,5,5,2,3,3,5,5,4,5,2,4,2,4,5,6,1,6,4,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 0}","{'comfort': 0.016666666666666666, 'food_fillingness': 0.02, 'healthiness': -0.02}","{'comfort': -0.49166666666666664, 'food_fillingness': -0.49, 'healthiness': 0.49}",1,1,5,1,['pepper&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['pepper'],0:08:39,I ENJOYED THIS SURVEY,
LtFl9BoIRn2rnnz_6KY,5c83f28c0322a90016b257fa,NONE,18-29,graduate,['unemployed'],several_t_w,The Netherlands,male,not_in_UK,1,3,3,3,5,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,0,6,0,6,0,"{'comfort': -1, 'food_fillingness': 1, 'healthiness': 1}","{'comfort': -0.03333333333333333, 'food_fillingness': -0.04, 'healthiness': -0.04}","{'comfort': -0.5166666666666667, 'food_fillingness': 0.48, 'healthiness': 0.98}",0,4,5,3,"['salmon&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', 'Quorn&maxReadyTime=21&excludeIngredients=salmon&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', 'Quorn&maxReadyTime=21&excludeIngredients=salmon&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', 'eggs%20&maxReadyTime=21&excludeIngredients=salmon&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5']","['salmon', 'Quorn', 'eggs%20']",0:10:26,I informed Cora multiple times that I don't really like salmon but got salmon recommended to me several times anyway. The recipes did not really connect to my tastes.,Participation in this study went well.
LtFlTzyNzzeVct2lO_l,5d459d56cb2c450019293bd0,human,18-29,graduate,['full-time'],several_t_w,Poland,female,not_in_UK,2,2,2,3,2,3,3,2,2,2,2,5,1,4,3,2,5,3,5,4,1,5,3,3,2,5,3,3,1,2,2,6,0,6,4,"{'comfort': -1, 'food_fillingness': -1, 'healthiness': 0}","{'comfort': 0.016666666666666666, 'food_fillingness': 0.02, 'healthiness': -0.02}","{'comfort': -0.49166666666666664, 'food_fillingness': -0.49, 'healthiness': 0.49}",2,1,5,1,['pepper&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['pepper'],0:11:13,Cora's accent was very funny. She speaks very artificial. The way she pronounces words is slightly incorrect. You should work on that.,
LtFxB2Y8x-rLjeCa1R9,robot
LtFxFUT5BD7Q78o8VLx,5b92dfe8e1a4f80001992735,NONE,18-29,graduate,['unemployed'],once_day,Bulgaria,female,5_to_10y,2,3,4,2,5,2,4
