id,prolific_id,XP_condition,age,education,employment,freq_cook,from,gender,living_in_UK,fq1,fq2,fq3,fq4,fq5,fq6,fq7,q1,q17,q18,q19,q2,q24,q3,q4,q5,q6,q7,q8,q8_r,q10,q11,q12,q13,q14,q15,q16,q20,q21,q27,q9,food_val_state,food_val_trait,food_values,n_accepted_reco,n_queries,n_reco,n_seed_ingredients,queries,seed_ingredients,duration,free_text_about_cora,free_text_about_study
LtZiWbCcRx72rA-OyUA,5cdfb5e4b5dcb500011d0d07,NONE,30-49,udergrad,['full-time'],several_t_w,United Kingdom,female,born_here,0,4,4,1,6,5,6,2,1,1,2,5,0,2,6,2,5,2,5,1,5,3,2,5,1,4,0,2,1,6,2,"{'food_fillingness': 1, 'healthiness': 0}","{'comfort': -0.1, 'food_fillingness': -0.12, 'healthiness': -0.02}","{'food_fillingness': 0.44, 'healthiness': 0.49}",1,2,4,2,"['soup&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', 'stir%20fry&maxReadyTime=21&excludeIngredients=broccoli,soup&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5']","['soup', 'stir%20fry']",0:04:42,,
LtZiY4PvillImRfUa0x,5c4a45dda8c31a000141a752,human,18-29,secondary,['student'],several_t_w,Portugal,female,not_in_UK,2,2,5,1,6,5,5,2,1,2,1,5,6,2,4,5,5,1,4,2,5,2,3,2,3,4,5,1,1,6,4,"{'food_fillingness': 1, 'healthiness': 0}","{'comfort': -0.08333333333333333, 'food_fillingness': -0.1, 'healthiness': 0.08}","{'food_fillingness': 0.45, 'healthiness': 0.54}",0,1,1,1,['soup&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['soup'],0:05:46,,
LtZiYHJzlpn0H_Eat4G,5d3067ad3c028b001782ab68,NONE,18-29,udergrad,"['part-time', 'student']",several_t_w,Poland,male,not_in_UK,1,4,2,3,6,4,4,5,5,5,5,4,2,4,5,5,5,4,1,5,3,5,4,6,4,4,5,5,5,6,4,"{'food_fillingness': 1, 'healthiness': 0}","{'comfort': -0.05, 'food_fillingness': -0.06, 'healthiness': -0.08}","{'food_fillingness': 0.47, 'healthiness': 0.46}",1,1,5,1,['soup&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['soup'],0:12:54,"A little explanation at the beginning about interacting with Cora would be nice. Like the type of questions one can ask her, topics she can talk about etc. That would make it easier to interact with her.",
LtZiYQcTdLVjkVpmnxK,57f697c6733f560001b5898b,robot,30-49,udergrad,['full-time'],once_day,England,male,born_here,1,5,3,3,4,0,4,6,2,2,6,6,3,3,4,3,3,0,5,1,6,6,4,6,6,6,3,2,2,6,6,"{'food_fillingness': -1, 'healthiness': 1}","{'comfort': -0.08333333333333333, 'food_fillingness': -0.1, 'healthiness': -0.08}","{'food_fillingness': -0.55, 'healthiness': 0.96}",1,1,3,1,['broccoli&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['broccoli'],0:05:34,I don't think I could ever feel attached/involved with some computer code - be it a chat bot or smart speaker etc.,
LtZiZ_BpsdXBj2z_24K,5c314de6d5fc960001d2cb93,human,30-49,college,['part-time'],several_t_w,USA,female,not_in_UK,3,3,2,4,5,4,5,5,6,6,6,5,5,5,6,5,6,4,2,4,2,6,6,6,6,6,5,6,6,6,5,"{'food_fillingness': -1, 'healthiness': 1}","{'comfort': -0.03333333333333333, 'food_fillingness': -0.04, 'healthiness': -0.04}","{'food_fillingness': -0.52, 'healthiness': 0.98}",1,1,1,1,['broccoli&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['broccoli'],0:05:56,I liked everything about it except for Cora wanting to know where I live. ,I thought this was a very interesting study. It worked well and I liked testing out the chat. 
LtZiphnNm8ToKVLwd6P,5d4551340196ac0001b914a5,robot,30-49,secondary,['part-time'],once_day,United Kingdom,female,born_here,5,4,5,4,4,4,3,2,3,3,3,5,5,3,5,3,5,3,4,2,3,2,1,5,4,4,2,3,3,6,2,"{'food_fillingness': -1, 'healthiness': 0}","{'comfort': 0.016666666666666666, 'food_fillingness': 0.02, 'healthiness': 0.04}","{'food_fillingness': -0.49, 'healthiness': 0.52}",1,1,1,1,['onion&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['onion'],0:13:13,"I FOUND THE CONVERSATION WITH CORA A BIT LONG WINDED, SHE WAS SAYING THINGS THAT I GUESS WERE MEANT TO BE FUN AND ENGAGING BUT I DIDN'T REALLY NEED TO HEAR. I THINK TO GET A RECIPE I WOULD DEFINITELY NEED TO KNOW WHAT I WANTED TO EAT AND TELL CORA THE INGREDIENTS I WANTED TO USE. I WOULD FIND THAT NOT AS HELPFUL, IN THIS CONVERSATION I SAID I EAT CHICKEN AND WANTED A MEDIUM HEALTHY LIGHT LUNCH BUT I GOT A SALAD NO CHICKEN IN SIGHT.",
LtZiq64vu6G-8rm2Oed,5b212164cfbf200001cfb3ad,NONE,18-29,secondary,['student'],several_t_w,Portugal,male,not_in_UK,1,5,3,4,6,6,5,2,3,2,3,1,2,2,2,2,5,4,2,4,1,1,1,5,4,4,4,5,3,6,4,"{'food_fillingness': 1, 'healthiness': 1}","{'comfort': -0.016666666666666666, 'food_fillingness': -0.02, 'healthiness': -0.1}","{'food_fillingness': 0.49, 'healthiness': 0.95}",2,1,4,1,['salmon&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['salmon'],0:04:35,,
LtZisx9nofYIOsklBaP,5b58be8a51ac08000194fcd4,human,18-29,college,['student'],once_day,United Kingdom,female,born_here,4,1,5,1,3,4,5,4,4,3,4,5,5,4,3,2,5,2,4,2,5,1,5,6,5,5,1,1,1,6,5,"{'food_fillingness': -1, 'healthiness': -1}","{'comfort': -0.05, 'food_fillingness': -0.06, 'healthiness': 0.14}","{'food_fillingness': -0.53, 'healthiness': 0.07}",1,1,3,1,['pepper&maxReadyTime=5000&diet=vegan&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['pepper'],0:10:48,,
LtZixvcgr7Tt4owp0v2,5b213220809d160001a2c36d,robot,18-29,udergrad,['student'],several_t_w,Italy,male,not_in_UK,2,3,3,4,3,0,2,6,3,3,3,6,3,3,6,5,5,3,3,3,5,4,5,6,5,5,4,3,3,6,3,"{'food_fillingness': -1, 'healthiness': 1}","{'comfort': -0.016666666666666666, 'food_fillingness': -0.02, 'healthiness': -0.04}","{'food_fillingness': -0.51, 'healthiness': 0.98}",2,1,2,1,['broccoli&maxReadyTime=5000&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['broccoli'],0:05:54,,
LtZj5rJiFrPxxNk0wlz,5c4d7aa4d3a5e30001834302,NONE,30-49,college,['part-time'],once_day,i was born here??,male,born_here,5,3,5,3,5,4,2,1,3,3,3,2,2,1,1,3,4,2,4,2,1,2,0,5,3,5,3,2,2,6,1,"{'food_fillingness': 1, 'healthiness': 1}","{'comfort': 0.0, 'food_fillingness': 0.0, 'healthiness': 0.08}","{'food_fillingness': 0.5, 'healthiness': 1}",2,2,5,2,"['salmon&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5', '%20salad&maxReadyTime=21&excludeIngredients=salmon&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5']","['salmon', '%20salad']",0:06:45,"she didnt seem able to respond to questions outside of her algorithm. I asked for meat- she gave me a salad. i said i was hungry,....she offered an avocado salad..not really filling.",
LtZjGf5RtVCtQlaKeVg,5c9aa9ba39138e00169a4eb6,human,18-29,college,['student'],never,Portugal,male,not_in_UK,1,6,4,1,4,5,4,6,4,4,4,6,0,6,6,6,6,5,0,6,6,6,6,6,6,6,6,4,4,6,6,"{'food_fillingness': 1, 'healthiness': 1}","{'comfort': -0.03333333333333333, 'food_fillingness': -0.04, 'healthiness': -0.04}","{'food_fillingness': 0.48, 'healthiness': 0.98}",1,1,1,1,['salmon&maxReadyTime=21&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['salmon'],0:07:43,to be honest that was really great ! i am not a cook person myself so cora would be very good for me,
LtZkENm6YjBjHv7L45r,5d07da55ac77d8001580abb4,robot,18-29,udergrad,['student'],once_day,UK,female,born_here,4,3,5,3,5,4,6,3,4,4,4,4,6,1,3,6,6,3,2,4,2,6,4,6,5,5,3,1,3,6,4,"{'food_fillingness': 1, 'healthiness': 1}","{'comfort': -0.06666666666666667, 'food_fillingness': -0.08, 'healthiness': 0.06}","{'food_fillingness': 0.46, 'healthiness': 1}",2,1,5,1,['%20salad&maxReadyTime=5000&diet=vegan&fillIngredients=true&addRecipeInformation=true&fillIngredients=true&addRecipeInformation=true&number=5'],['%20salad'],0:08:25,"It was really interesting. She understood that I was vegetarian which was impressive! (except for the first recipe - she recommended grilled shrimp and I don't eat shrimp.)  It might be good for her to ask if there are any foods that the participants doesn't like, rather than just intolerances and dietary requirements.",It was really interesting! I hope this becomes a thing - I do tend to get stuck for recipe ideas :-)
alse,5b212164cfbf200001cfb3ad,1,5,3,4,6,6,5
